Zone,Ward,Area,Locality,Street,Usage,Guidance Value
N13,N181,Thiruvanmiyur,Sri Ram Nagar,Sri Ram Nagar 1st Cross Street,Residential,1
N13,N181,Thiruvanmiyur,Sri Ram Nagar,Sri Ram Nagar Iind Cross Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Sri Ram Nagar,Sri Ram Nagar Iind Cross Street,Residential,1
N13,N181,Thiruvanmiyur,Sri Ram Nagar,Sri Ram Nagar Main Road,Non-Residential,3
N13,N181,Thiruvanmiyur,Sri Ram Nagar,Sri Ram Nagar Main Road,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Anna Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Anna Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Balu Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Balu Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Cholapuram Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Cholapuram Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Chunnam Kalvai,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Chunnam Kalvai,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Jeevanandam Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Jeevanandam Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Jeevarathinam Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Jeevarathinam Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Jeyaram Street Lane,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Jeyaram Street Lane,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Justice Ramanujam Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Justice Ramanujam Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalakshetra Road 1st Avenue,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalakshetra Road 1st Avenue,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalakshetra Road 2nd Avenue,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalakshetra Road 2nd Avenue,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalakshetra Road 3rd Avenue,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalakshetra Road 3rd Avenue,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalashethra Road,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Kalashethra Road,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,"Kelerthva	Avenue 1st Street",Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,"Kelerthva	Avenue 1st Street",Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,"Kelerthva	Avenue 2nd Street",Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,"Kelerthva	Avenue 2nd Street",Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Lakshimipuram 3rd Street Etti St,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Lakshimipuram 3rd Street Etti St,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Lakshmipuram 1st Street E.V.R Periyar St,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Lakshmipuram 1st Street E.V.R Periyar St,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Mahalakshmi Avenue,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Mahalakshmi Avenue,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Malaviya Avenue,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Malaviya Avenue,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Malaviya Avenue 2nd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Malaviya Avenue 2nd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Malaviya Avenue 3rd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Malaviya Avenue 3rd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Mg Road,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Mg Road,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Pillaiyar Koil Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Pillaiyar Koil Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Pillaiyar Koil Street Lane,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Pillaiyar Koil Street Lane,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Rbi Colony 1st Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Rbi Colony 1st Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Rbi Colony 2nd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Rbi Colony 2nd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Rbi Colony 3rd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Rbi Colony 3rd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Sivagami Puram1st Street&4th Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Sivagami Puram1st Street&4th Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Sivasundaram Avenue 2nd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Sivasundaram Avenue 2nd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subbu Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subbu Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramani Colony,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramani Colony,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramanian Avenue,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramanian Avenue,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramanian Colony 1st Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramanian Colony 1st Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramanian Colony 2nd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Subramanian Colony 2nd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,T.M.Maistry Street 1st Lane,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,T.M.Maistry Street 1st Lane,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,T.M.Maistry Street 2nd Lane,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,T.M.Maistry Street 2nd Lane,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,T.M.Maistry Street Extension,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,T.M.Maistry Street Extension,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Valmiki Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Valmiki Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Vembuliamman Koil Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur,Vembuliamman Koil Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur Kuppam Beach Road,Cge Colony 1st Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur Kuppam Beach Road,Cge Colony 1st Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur Kuppam Beach Road,Cge Colony 2nd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur Kuppam Beach Road,Cge Colony 2nd Street,Residential,1
N13,N181,Thiruvanmiyur,Thiruvanmiyur Kuppam Beach Road,Cge Colony 3rd Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Thiruvanmiyur Kuppam Beach Road,Cge Colony 3rd Street,Residential,1
N13,N181,Thiruvanmiyur,Vannanthurai,Tharmakartha Munusamy Maistry Street,Non-Residential,3
N13,N181,Thiruvanmiyur,Vannanthurai,Tharmakartha Munusamy Maistry Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 1st Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 2nd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 2nd Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 3rd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 3rd Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 4th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 4th Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 5th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 5th Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 6th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 6th Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 7th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 7th Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 8th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 8th Street,Residential,1
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 9th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Aibea Nagar,Devendra Nagar 9th Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Avvai Nagar 1st Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Avvai Nagar 1st Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Avvai Nagar Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Avvai Nagar Main Road,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 1st Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 2nd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 2nd Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 3rd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 3rd Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 4th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 4th Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 5th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 5th Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 6th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 6th Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 7th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 7th Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 8th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Bharathi Nagar 8th Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Canal Bank Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Canal Bank Road,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Canal Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Canal Road,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Dharmambal Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Dharmambal Street,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Ganapathy Nagar Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Ganapathy Nagar Main Road,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,L B Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,L B Road,Residential,1
N13,N182,Thiruvanmiyur,Avvai Nagar,Pandian Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Avvai Nagar,Pandian Street,Residential,1
N13,N182,Thiruvanmiyur,Besant Nagagr,C.G.E Quarters,Non-Residential,3
N13,N182,Thiruvanmiyur,Besant Nagagr,C.G.E Quarters,Residential,1
N13,N182,Thiruvanmiyur,Bharathidasan,3rd Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Bharathidasan,3rd Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Ganapathy,5th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Ganapathy,5th Street,Residential,1
N13,N182,Thiruvanmiyur,Ganesh Nagar,Ist Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Ganesh Nagar,Ist Street,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 1st Lane,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 1st Lane,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 1st Street,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 2nd Lane,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 2nd Lane,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 2nd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 2nd Street,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 3rd Lane,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 3rd Lane,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 4th Lane,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 4th Lane,Residential,1
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 5th Lane,Non-Residential,3
N13,N182,Thiruvanmiyur,Journalist Colony,Journalist Colony 5th Lane,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"25th East Street,Kamaraj Nagar",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"25th East Street,Kamaraj Nagar",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"5th East Street 1st Lane,Kamaraj Nagar",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"5th East Street 1st Lane,Kamaraj Nagar",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"5th East Street 2nd Lane,Kamaraj Nagar",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"5th East Street 2nd Lane,Kamaraj Nagar",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"5th East Street 3rd Lane,Kamaraj Nagar",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"5th East Street 3rd Lane,Kamaraj Nagar",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"7th East Street Lane, Kamaraj Nagar",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"7th East Street Lane, Kamaraj Nagar",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"Iii Main Road, Kamaraj Nagar East",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"Iii Main Road, Kamaraj Nagar East",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"Iv Main Road, Kamaraj Nagar East",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"Iv Main Road, Kamaraj Nagar East",Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 10th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 10th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 11th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 11th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 12th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 12th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 13th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 13th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 14th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 14th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 15th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 15th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 16th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 16th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 17th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 17th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 18th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 18th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 19th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 19th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 20th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 20th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 21st East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 21st East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 22nd East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 22nd East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 23rd East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 23rd East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 24th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 24th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 26th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamaraj Nagar 26th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 5th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 5th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 6th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 6th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 7th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 7th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 8th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 8th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 9th East Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,Kamarajar Nagar 9th East Street,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,South Avenue,Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,South Avenue,Residential,1
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"South Avenue, Kamaraj Nagar East",Non-Residential,3
N13,N182,Thiruvanmiyur,Kamaraj Nagar,"South Avenue, Kamaraj Nagar East",Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 1st Cross St Cross St,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 1st Cross St Cross St,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 1st Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 1st Main Road,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 2nd Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 2nd Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 2nd Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 2nd Main Road,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 3rd Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 3rd Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 3rd Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 3rd Main Road,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 4th Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar 4th Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar Tnhb Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Kannappa Nagar,Kannappa Nagar Tnhb Road,Residential,1
N13,N182,Thiruvanmiyur,Nethaji Nagar,Nethaji Nagar Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Nethaji Nagar,Nethaji Nagar Main Road,Residential,1
N13,N182,Thiruvanmiyur,Nethaji Nagar,Nethaji Nagar North Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Nethaji Nagar,Nethaji Nagar North Street,Residential,1
N13,N182,Thiruvanmiyur,Nethaji Nagar,Nethaji Nagar South Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Nethaji Nagar,Nethaji Nagar South Street,Residential,1
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 1st Street,Residential,1
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 2nd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 2nd Street,Residential,1
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 3rd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 3rd Street,Residential,1
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 4th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 4th Street,Residential,1
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 5th Street,Non-Residential,3
N13,N182,Thiruvanmiyur,P.T.C Colony,P.T.C Colony 5th Street,Residential,1
N13,N182,Thiruvanmiyur,Ptc Colony,Ganapathy 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Ptc Colony,Ganapathy 1st Street,Residential,1
N13,N182,Thiruvanmiyur,Ptc Colony,Ganapathy Colony 2nd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Ptc Colony,Ganapathy Colony 2nd Street,Residential,1
N13,N182,Thiruvanmiyur,Ptc Colony,Ganapathy Colony 3rd Street Avvai Nagar,Non-Residential,3
N13,N182,Thiruvanmiyur,Ptc Colony,Ganapathy Colony 3rd Street Avvai Nagar,Residential,1
N13,N182,Thiruvanmiyur,Rajaji Nagar,Ganesh Nagar,Non-Residential,3
N13,N182,Thiruvanmiyur,Rajaji Nagar,Ganesh Nagar,Residential,1
N13,N182,Thiruvanmiyur,Rajaji Nagar,Rajaji Nagar 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Rajaji Nagar,Rajaji Nagar 1st Street,Residential,1
N13,N182,Thiruvanmiyur,Rathinam Nagar,Rathinam Nagar,Non-Residential,3
N13,N182,Thiruvanmiyur,Rathinam Nagar,Rathinam Nagar,Residential,1
N13,N182,Thiruvanmiyur,Srinivasapuram,Srinivasapuram 1st Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Srinivasapuram,Srinivasapuram 1st Street,Residential,1
N13,N182,Thiruvanmiyur,Srinivasapuram,Srinivasapuram 2nd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Srinivasapuram,Srinivasapuram 2nd Street,Residential,1
N13,N182,Thiruvanmiyur,Srinivasapuram,Srinivasapuram Main Road,Non-Residential,3
N13,N182,Thiruvanmiyur,Srinivasapuram,Srinivasapuram Main Road,Residential,1
N13,N182,Thiruvanmiyur,Teachers Colony,3rd Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Teachers Colony,3rd Street,Residential,1
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagagr,Thiruvalluvar Nagar 42nd Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagagr,Thiruvalluvar Nagar 42nd Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,2nd Cross Street,Non-Residential,6
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,2nd Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,57th Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,57th Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,58th Cross Street,Non-Residential,3
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,58th Cross Street,Residential,1
N13,N182,Thiruvanmiyur,Thiruvalluvar Nagar,9th Main Road,Non-Residential,3
